Table with column headers in row 3						
"2014 Poverty Estimates for School districts                                                                                                                                                       Source: U.S. Census Bureau, Small Area Income and Poverty Program (SAIPE)                                                                                                              Release date:   December 2015"						
State Postal Code	State FIPS Code	District ID	Name	Estimated Total Population	Estimated Population 5-17	Estimated number of relevant children 5 to 17 years old in poverty who are related to the householder
IL	17	29890	Olympia Community Unit School District 16	"12,240"	"2,142"	216
IL	17	05570	Opdyke-Belle Rive Community Consolidated School District 5	"1,944"	278	84
IL	17	30060	Orangeville Community Unit School District 203	"2,411"	396	37
IL	17	30160	Oregon Community Unit School District 220	"10,827"	"1,607"	296
IL	17	30200	Orion Community Unit School District 223	"5,897"	"1,105"	82
IL	17	30220	Orland School District 135	"55,738"	"6,038"	633
IL	17	30270	Oswego Community Unit School District 308	"78,839"	"18,158"	"1,087"
IL	17	30300	Ottawa Elementary School District 141	"19,141"	"2,133"	420
IL	17	30330	Ottawa Township High School District 140	"31,048"	"1,553"	231
IL	17	30420	Palatine Community Consolidated School District 15	"120,188"	"13,092"	"1,782"
IL	17	30480	Palestine Community Unit School District 3	"2,323"	345	87
IL	17	30600	Palos Community Consolidated School District 118	"23,622"	"1,885"	209
IL	17	30570	Palos Heights School District 128	"10,377"	851	73
IL	17	30630	Pana Community Unit School District 8	"9,369"	"1,574"	325
IL	17	30660	Panhandle Community Unit School District 2	"3,275"	579	146
IL	17	30780	Paris Community Unit School District 4	"4,559"	756	104
IL	17	30750	Paris-Union School District 95	"8,068"	"1,277"	324
IL	17	30810	Park Forest School District 163	"15,922"	"1,873"	610
IL	17	30840	Park Ridge Consolidated Community School District 64	"40,741"	"4,805"	292
IL	17	30870	Patoka Community Unit School District 100	"1,535"	253	52
IL	17	30930	Pawnee Community Unit School District 11	"3,371"	659	80
IL	17	07650	Paxton-Buckley-Loda Community Unit School District 10	"8,472"	"1,484"	234
IL	17	30990	Payson Community Unit School District 1	"3,272"	553	74
IL	17	31020	Pearl City Community Unit School District 200	"2,618"	509	45
IL	17	31050	Pecatonica Community Unit School District 321	"5,139"	975	78
IL	17	31110	Pekin Community High School District 303	"46,115"	"2,234"	310
IL	17	31080	Pekin Public School District108	"34,053"	"3,729"	671
IL	17	31140	Pembroke Consolidated Community School District 259	"1,911"	236	86
IL	17	31200	Pennoyer School District 79	"5,678"	414	53
IL	17	31270	Peoria Heights Community Unit School District 325	"6,774"	858	145
IL	17	31230	Peoria School District 150	"101,258"	"16,472"	"5,213"
IL	17	31290	Peotone Community Unit School District 207U	"11,140"	"2,120"	149
IL	17	31380	Peru Elementary School District 124	"10,259"	"1,026"	157
IL	17	31710	Pikeland Community Unit School District 10	"8,423"	"1,325"	310
IL	17	31620	Pinckneyville Community High School District 101	"10,940"	447	51
IL	17	00009	Pinckneyville School District 50	"6,177"	638	126
IL	17	31740	Plainfield School District 202	"121,844"	"29,719"	"1,894"
IL	17	31770	Plano Community Unit School District 88	"11,939"	"2,522"	354
IL	17	31890	Pleasant Hill Community Unit School District 3	"1,726"	297	77
IL	17	31860	Pleasant Hill School District 69	"2,045"	252	61
IL	17	31920	Pleasant Plains Community Unit School District 8	"7,693"	"1,578"	173
IL	17	31950	Pleasant Valley School District 62	"4,784"	533	207
IL	17	32040	Pleasantdale School District 107	"8,225"	815	58
IL	17	32100	Polo Community Unit School District 222	"4,031"	683	100
IL	17	32160	Pontiac Community Consolidated School District 429	"13,347"	"1,347"	254
IL	17	32220	Pontiac Township High School District 90	"16,053"	809	116
IL	17	32190	Pontiac-William Holliday School District 105	"7,996"	752	123
IL	17	32280	Pope County Community Unit School District 1	"4,276"	520	135
IL	17	31410	Porta Community Unit School District 202	"7,045"	"1,100"	180
IL	17	32370	Posen-Robbins Elementary School District 143-5	"12,621"	"1,839"	573
IL	17	32090	Potomac Community Unit School District 10	"1,212"	212	38
IL	17	00005	Prairie Central Community Unit School District 8	"11,125"	"2,057"	296
IL	17	32520	Prairie Grove Community School District 46	"7,314"	988	66
IL	17	32550	Prairie Hill Community Consolidated School District 133	"4,794"	740	61
IL	17	32490	Prairie du Rocher Community Consolidated School District 134	883	128	24
IL	17	24720	Prairie-Hills Elementary School District 144	"21,776"	"2,842"	907
IL	17	00330	Prairieview-Ogden Community Consolidated School District 197	"2,503"	271	26
IL	17	32670	Princeton Elementary School District 115	"11,481"	"1,187"	289
IL	17	32700	Princeton High School District 500	"12,173"	649	70
IL	17	32770	Princeville Community Unit School District 326	"4,021"	818	65
IL	17	32830	Prophetstown-Lyndon-Tampico Community Unit School District 3	"5,620"	"1,001"	152
IL	17	32850	Prospect Heights School District 23	"17,958"	"1,507"	156
IL	17	32910	Proviso Township High School District 209	"127,867"	"6,890"	"1,411"
IL	17	32960	Putnam County Community Unit School District 535	"5,138"	829	99
IL	17	32970	Queen Bee School District 16	"17,931"	"2,074"	327
IL	17	33000	Quincy School District 172	"50,955"	"8,036"	"1,546"
IL	17	29940	ROWVA Community Unit School District 208	"3,817"	709	63
IL	17	33030	Raccoon Consolidated School District 1	"2,317"	226	41
IL	17	33090	Ramsey Community Unit School District 204	"2,653"	531	68
IL	17	33120	Rankin Community School District 98	"3,728"	233	19
IL	17	33210	Rantoul City School District 137	"12,897"	"1,612"	622
IL	17	33240	Rantoul Township High School District 193	"18,035"	"1,205"	275
IL	17	33270	Reavis Township High School District 220	"33,628"	"2,023"	397
IL	17	33300	Red Bud Community Unit School District 132	"7,484"	"1,210"	148
IL	17	22130	Red Hill Community Unit School District 10	"8,434"	"1,028"	200
IL	17	33380	Reed Custer Community Unit School District 255U	"9,447"	"1,704"	225
IL	17	33390	Rhodes School District 84-5	"4,664"	613	162
IL	17	33420	Rich Township High School District 227	"70,062"	"4,579"	997
IL	17	33450	Richland School District 88A	"10,146"	819	187
IL	17	33510	Richmond-Burton Community High School District 157	"11,621"	783	39
IL	17	33690	Ridgeland School District 122	"21,933"	"2,350"	642
IL	17	00109	Ridgeview Community Unit School District 19	"3,606"	615	100
IL	17	33720	Ridgewood Community High School District 234	"19,518"	930	126
IL	17	33750	Riley Community Consolidated School District 18	"3,387"	374	25
IL	17	33950	River Bend Community Unit District 2	"6,454"	"1,041"	101
IL	17	33810	River Forest School District 90	"11,282"	"1,432"	95
IL	17	33840	River Grove School District 85-5	"8,165"	681	138
IL	17	00001	River Ridge Community Unit School District 210	"3,649"	515	65
IL	17	33870	River Trails School District 26	"15,351"	"1,570"	165
IL	17	33930	Riverdale Community Unit School District 100	"6,765"	"1,153"	89
IL	17	34020	Riverside Brookfield Township School District 208	"29,484"	"1,549"	142
IL	17	33990	Riverside School District 96	"13,982"	"1,673"	145
IL	17	34100	Riverton Community Unit School District 14	"7,887"	"1,449"	236
IL	17	34110	Riverview Consolidated Community School District 2	"2,684"	260	37
IL	17	34140	Roanoke-Benson Community Unit School District 60	"3,490"	645	42
IL	17	34170	Robein School District 85	"1,981"	216	17
IL	17	34230	Robinson Community Unit School District 2	"11,751"	"1,600"	286
IL	17	34260	Rochelle Community Consolidated District 231	"13,286"	"1,686"	292
IL	17	34290	Rochelle Township High School District 212	"16,679"	977	172
IL	17	34320	Rochester Community Unit School District 3A	"10,508"	"2,278"	258
IL	17	34350	Rock Falls Elementary School District 13	"8,811"	"1,023"	278
IL	17	34380	Rock Falls Township High School District 301	"14,197"	740	137
IL	17	34410	Rock Island School District 41	"44,990"	"7,041"	"1,858"
IL	17	34470	Rockdale School District 84	"2,207"	275	65
IL	17	34510	Rockford School District 205	"189,517"	"32,309"	"8,498"
IL	17	34440	Rockridge Community Unit School District 300	"7,315"	"1,278"	148
IL	17	34540	Rockton School District 140	"12,175"	"1,636"	122
IL	17	34590	Rome Community Consolidated School District 2	"2,731"	300	62
IL	17	34620	Rondout School District 72	"1,744"	217	9
IL	17	34650	Rooks Creek Community Consolidated School District 425	531	63	3
IL	17	34710	Roselle School District 12	"7,249"	812	49
IL	17	34770	Rosemont Elementary School District 78	"2,383"	249	35
IL	17	34870	Rossville-Alvin Community Unit School District 7	"2,334"	413	69
IL	17	34990	Round Lake Community Unit School District 116	"36,368"	"7,549"	"1,585"
IL	17	35010	Roxana Community Unit School District 1	"11,824"	"1,953"	357
IL	17	35100	Rutland Community Consolidated School District 230	823	84	12
IL	17	35190	Salem Community High School District 600	"14,870"	872	154
IL	17	35160	Salem School District 111	"8,791"	952	267
IL	17	35220	Salt Creek School District 48	"8,362"	558	74
IL	17	35310	Sandoval Community Unit School District 501	"2,584"	474	116
IL	17	35340	Sandridge School District 172	"3,686"	435	116
IL	17	35370	Sandwich Community Unit School District 430	"13,438"	"2,501"	264
IL	17	00324	Sangamon Valley Community Unit School District 9	"4,135"	782	90
IL	17	35400	Saratoga Community Consolidated School District 60C	"6,022"	783	94
IL	17	00065	Saunemin Community Consolidated School District 438	992	130	30
IL	17	35610	Scales Mound Community Unit School District 211	"1,637"	200	24
IL	17	34740	Schaumburg Community Consolidated School District 54	"135,170"	"14,019"	"1,659"
IL	17	35640	Schiller Park School District 81	"13,397"	"1,230"	282
IL	17	13710	School District U-46	"235,026"	"43,281"	"6,841"
IL	17	00332	Schuyler-Industry Community Unit School District 5	"7,785"	"1,199"	193
IL	17	06600	Scott-Morgan Consolidated Unit School District 2	"1,385"	231	45
IL	17	35770	Selmaville Community Consolidated School District 10	"1,863"	226	44
IL	17	35820	Seneca Community Consolidated School District 170	"3,588"	480	50
IL	17	35850	Seneca Township High School District 160	"7,085"	465	65
IL	17	35940	Sesser-Valier Community Unit School District 196	"4,324"	719	159
IL	17	42990	Shawnee Community Unit School District 84	"2,691"	446	123
IL	17	36090	Shelbyville Community Unit School District 4	"7,700"	"1,130"	152
IL	17	36180	Sherrard Community Unit School District 200	"9,078"	"1,582"	180
IL	17	00122	Shiloh Community Unit School District 1	"2,735"	409	95
IL	17	36210	Shiloh Village School District 85	"4,946"	604	67
IL	17	36240	Shirland Community Consolidated School District 134	"1,348"	150	49
IL	17	36330	Signal Hill School District 181	"3,180"	377	74
IL	17	36360	Silvis School District 34	"5,233"	640	130
IL	17	36450	Skokie School District 68	"21,346"	"1,981"	366
IL	17	36480	Skokie School District 69	"18,014"	"1,766"	447
IL	17	10380	Skokie School District 73-5	"9,948"	"1,089"	172
IL	17	14820	Skokie-Fairview School District 72	"6,379"	640	132
IL	17	36510	Smithton Community Consolidated School District 130	"4,468"	566	57
IL	17	36570	Somonauk Community Unit School District 432	"5,002"	967	93
IL	17	36600	South Beloit Community Unit School District 320	"6,263"	"1,088"	314
IL	17	00114	South Central Community Unit School District 401	"4,361"	721	204
IL	17	36640	South Fork School District 14	"2,374"	391	77
IL	17	36720	South Holland School District 150	"10,731"	"1,227"	247
IL	17	36750	South Holland School District 151	"13,370"	"1,768"	489
IL	17	36780	South Pekin School District 137	"1,795"	258	75
IL	17	36840	South Wilmington Consolidated School District 74	894	79	5
IL	17	36610	Southeastern Community Unit School District 337	"3,122"	546	147
IL	17	31500	Southwestern Community Unit School District 9	"9,279"	"1,713"	194
IL	17	36900	Sparta Community Unit School District 140	"8,765"	"1,402"	347
IL	17	36960	Spoon River Valley Community Unit School District 4	"2,335"	404	74
IL	17	37020	Spring Lake Community Consolidated School District 606	744	88	9
IL	17	37050	Spring Valley Community Consolidated School District 99	"5,969"	704	153
IL	17	37080	Springfield School District 186	"114,947"	"17,910"	"5,256"
IL	17	37140	St. Anne Community High School District 302	"4,799"	281	79
IL	17	37120	St. Anne Consolidated Community School District 256	"2,888"	342	49
IL	17	37170	St. Charles Community Unit School District 303	"69,409"	"15,291"	819
IL	17	37230	St. Elmo Community Unit School District 202	"2,694"	504	127
IL	17	37320	St. George Community Consolidated School District 258	"3,691"	553	54
IL	17	37380	St. Joseph Community Consolidated School District 169	"6,377"	921	65
IL	17	37410	St. Joseph-Ogden Community High School District 305	"8,571"	539	24
IL	17	37440	St. Libory Consolidated School District 30	901	83	8
IL	17	37470	St. Rose School District 14-15	"1,260"	154	16
IL	17	37490	Stark County Community Unit School District 100	"4,669"	683	86
IL	17	37590	Staunton Community Unit School District 6	"8,222"	"1,293"	187
IL	17	37650	Steeleville Community Unit School District 138	"3,041"	489	59
IL	17	37680	Steger School District 194	"14,271"	"1,636"	380
IL	17	42310	Sterling Community Unit District 5	"21,449"	"3,723"	650
IL	17	37800	Steward Elementary School District 220	603	64	22
IL	17	37830	Stewardson-Strasburg Community Unit District 5A	"2,541"	435	52
IL	17	37980	Stockton Community Unit School District 206	"3,828"	566	93
IL	17	00112	Streator Elementary School District 44	"16,498"	"1,950"	466
IL	17	38100	Streator Township High School District 40	"18,095"	992	197
IL	17	38130	Sullivan Community Unit School District 300	"7,602"	"1,285"	223
IL	17	38190	Summersville School District 79	"2,161"	236	57
IL	17	38220	Summit Hill School District 161	"23,741"	"3,521"	206
IL	17	04050	Summit School District 104	"12,424"	"1,684"	520
IL	17	38370	Sunnybrook School District 171	"11,129"	"1,310"	271
IL	17	38400	Sunset Ridge School District 29	"4,207"	503	64
IL	17	38460	Sycamore Community Unit School District 427	"21,733"	"4,152"	381
IL	17	38520	Taft School District 90	"3,496"	464	51
IL	17	38550	Tamaroa School District 5	862	120	22
IL	17	38700	Taylorville Community Unit School District 3	"18,376"	"2,658"	432
IL	17	38760	Teutopolis Community Unit School District 50	"5,679"	"1,175"	109
IL	17	38790	Thomasboro Community Consolidated School District 130	"2,512"	287	80
IL	17	01382	Thompsonville Community Unit School District 174	"1,903"	351	63
IL	17	38940	Thornton Fractional Township High School District 215	"61,052"	"4,193"	"1,031"
IL	17	38910	Thornton School District 154	"2,849"	296	51
IL	17	38970	Thornton Township High School District 205	"116,459"	"8,178"	"2,483"
IL	17	39120	Tolono Community Unit School District 7	"9,288"	"1,834"	144
IL	17	39180	Tonica Community Consolidated School District 79	"1,558"	193	8
IL	17	19080	Township High School District 113	"58,476"	"3,745"	213
IL	17	30450	Township High School District 211	"238,524"	"12,526"	"1,480"
IL	17	04170	Township High School District 214	"253,773"	"12,440"	"1,321"
IL	17	39390	Tremont Community Unit School District 702	"5,034"	"1,069"	34
IL	17	39450	Tri-City Community Unit School District 1	"3,680"	615	65
IL	17	39480	Tri-Point Community Unit School District 6-J	"2,860"	471	74
IL	17	13920	Tri-Valley Community Unit School District 3	"4,804"	"1,113"	32
IL	17	37350	Triad Community Unit School District 2	"20,768"	"3,872"	275
IL	17	08250	Trico Community Unit School District 176	"6,421"	"1,174"	209
IL	17	10830	Triopia Community Unit School District 27	"2,252"	367	40
IL	17	39510	Troy Community Consolidated School District 30C	"37,213"	"4,856"	449
IL	17	39600	Tuscola Community Unit School District 301	"5,759"	"1,005"	93
IL	17	39780	Union Ridge School District 86	"6,414"	485	108
IL	17	39660	Union School District 81	"1,497"	139	22
IL	17	00321	United Community School District 304	"6,129"	955	94
IL	17	39870	United Township High School District 30	"39,530"	"1,900"	367
IL	17	39930	Unity Point Community Consolidated School District 140	"6,084"	671	143
IL	17	39960	Urbana School District 116	"52,743"	"4,826"	"1,487"
IL	17	38490	V.I.T. Community Unit School District 2	"2,194"	338	44
IL	17	40070	Valley View Community Unit School District 365U	"93,589"	"18,677"	"2,779"
IL	17	40080	Valmeyer Community Unit School District 3	"2,608"	502	26
IL	17	40140	Vandalia Community Unit School District 203	"11,477"	"1,719"	360
IL	17	40200	Venice Community Unit School District 3	"1,016"	175	65
IL	17	40290	Vienna High School District 133	"8,965"	376	59
